tactic0_id,longitude,latitude,NEAR_CCTV_,NEAR_MOOBA,MOOBAN_EST,MOOBAN_LEV,NEAR_UNITS,UNIT_TYPE,NEAR_VEHIC,VEHICLES_T,NEAR_NAIS_,NAIS_TYPE,NEAR_DIST
1,101.64837,6.52853,548.002685,188.518643,0,0,206.396931,3,108.161804,2,31.98802,3,22.16276812
1,101.65332,6.61442,906.35106,1155.105684,0,0,607.706785,4,1904.217682,2,161.379191,5,18.25008106
0,101.87638,6.38434,6093.079019,602.400145,0,0,1283.238508,3,6519.839742,2,2401.365628,9,685.67124
1,101.07244,5.77224,91.532719,1356.797699,0,0,168.136095,6,807.0524,2,32196.50948,3,115.5313347
1,101.06969,5.77166,87.658629,1667.298797,0,0,145.551448,6,531.570724,2,32380.13261,3,58.03941045
0,101.85369,6.10554,2903.011918,1782.370287,0,0,1793.376751,4,2989.868299,2,1287.634067,5,209.2532798
1,101.34038,6.78286,2550.780714,427.487417,0,0,2071.441368,4,772.592182,2,4200.100845,1,1606.510486
1,101.28535,6.54085,3.318956,885.316495,0,0,879.150602,5,542.452798,2,2072.53482,6,120.6090485
1,102.03855,6.26292,518.588544,24.705303,0,0,761.105764,6,1665.487327,2,355.715462,1,37.47454793
1,101.87183,6.11612,2779.090664,1081.889402,1,3,1007.272671,4,3536.161137,2,697.241372,3,0
1,101.70683,6.40142,85.971146,405.892722,0,0,303.414684,5,362.688997,2,179.571845,1,169.3830587
0,101.3015,6.33704,4722.399322,601.096759,0,0,1813.330032,4,2153.706755,2,281.660628,5,280.5950198
1,101.82521,6.43451,32.280419,976.381957,1,3,1008.254074,2,497.398967,2,734.770731,1,80.70100394
1,101.26476,6.26554,22.57804,103.739217,0,0,525.436004,4,199.78582,2,206.613025,2,29.05344575
1,101.18076,6.16616,25.467269,25.694511,0,0,232.065117,5,5298.744594,2,70.468971,1,31.7031388
1,101.2641,6.26599,33.452717,79.957911,0,0,613.682396,4,194.1184,2,120.280464,2,68.81994143
0,101.29986,6.57811,131.765467,1665.062664,1,1,214.189117,1,470.566878,2,635.755096,3,175.6390516
0,101.47615,6.60782,335.078379,755.171973,1,1,1900.879986,4,2515.86702,2,464.062151,5,194.3986021
1,101.84149,6.23516,390.92708,741.61295,1,3,1553.030594,4,2290.404653,2,213.128497,3,189.3398665
1,101.09248,6.48566,4132.093387,219.559721,0,0,2508.338396,4,3362.450331,1,4663.231657,5,306.1859756
1,101.04214,6.70805,2306.862779,461.07874,0,0,1013.39073,5,3700.141426,2,5379.599781,4,22.22796346
0,101.28021,6.41323,33.652809,1101.471296,0,0,895.247264,5,4400.848896,2,32.91451,5,45.80770486
1,101.88818,5.83863,267.247295,1380.075415,0,0,386.149156,9,1133.356879,2,9911.470277,1,3128.147006
1,101.53673,6.4093,1466.874435,812.003226,1,1,914.464885,4,1404.46479,1,285.358336,2,68.63792526
0,101.30365,6.67211,777.876577,354.345034,1,1,605.099033,4,1206.17974,2,47.681558,3,18.83708232
1,101.81799,6.43513,27.495169,1435.651427,0,0,977.616377,2,227.227619,2,749.684066,1,42.59127965
1,102.07205,6.15668,8983.551944,277.149461,1,3,3912.588051,3,1316.13046,1,1595.074985,1,29.81408593
1,101.02208,6.52363,12658.40255,190.269417,0,0,1598.294152,5,10509.81403,2,13339.7344,5,1614.862782
0,101.1045,6.81087,2991.384027,1382.279848,1,3,1082.834342,5,2161.23599,2,139.240868,3,80.42314203
0,101.82444,6.24635,498.645059,234.40841,1,1,708.383794,6,867.432681,2,369.253277,5,41.67376783
0,101.45949,6.44289,4367.438797,735.671447,1,3,306.106453,5,7747.594189,1,343.75211,10,126.4628716
1,101.96799,6.02489,125.142668,1819.261487,0,0,383.290824,5,319.261542,2,394.60819,10,64.01113457
1,101.24689,6.53734,113.081058,427.684593,0,0,575.765665,3,668.256693,1,326.052016,3,87.26224635
1,102.05907,6.18551,6535.170256,877.461242,0,0,414.918523,3,2185.719826,1,1800.653697,1,765.8773903
0,101.23881,6.46111,5212.60909,387.964179,0,0,1975.244927,4,2671.803226,2,2065.571562,1,246.6911346
1,101.25372,6.86433,146.433849,491.629062,0,0,228.890212,5,77.256056,2,1472.920918,4,80.55491524
1,101.65752,6.31771,5907.526074,1103.794192,0,0,1911.451508,4,1360.391102,2,548.634943,5,28.86825599
0,100.846507,6.713176,593.512801,1110.121915,0,0,8263.366898,5,9118.884211,2,16617.33754,5,79.0425259
0,101.29362,6.15684,11815.42624,369.582374,1,1,1706.356051,5,12408.69,2,3039.520351,3,46.56164167
1,101.86196,6.24639,85.467235,633.209545,0,0,498.019176,4,3831.426521,2,55.057665,5,59.83314876
1,102.0866,6.23841,448.378411,655.025876,0,0,378.837284,11,15.859377,1,4128.69799,1,80.56750038
0,101.67284,6.47646,210.784107,204.31542,0,0,3841.713148,4,2129.643444,2,8.922034,1,10.49873255
1,101.26321,6.2665,44.269895,158.336428,0,0,727.194973,4,247.208055,2,25.163862,2,11.55063269
1,101.29431,6.76113,270.090637,850.706709,0,0,250.20636,4,782.210799,2,1531.340131,1,12.21556879
0,101.42952,6.81467,1918.643169,721.287614,1,1,3037.774561,4,4004.843456,2,7005.661317,3,483.7542582
0,101.45391,6.67593,223.882953,653.649695,1,1,2759.715157,4,4214.600134,2,281.25355,5,54.9636731
1,101.27933,6.16077,10223.9568,216.264403,0,0,1088.456227,4,11107.47005,2,1418.018755,3,579.110562
1,101.18581,6.11367,5244.045935,838.610662,1,1,1006.45741,5,629.251303,2,26.986631,5,29.90555799
1,102.03581,6.07143,7865.878325,676.070038,0,0,724.269493,5,467.644027,2,234.753529,1,600.5869739
0,101.37884,6.24089,12590.23003,107.393313,0,0,662.893724,4,10603.92446,2,1921.280169,1,105.2558967
1,101.70656,6.29129,28.790355,465.003913,0,0,1096.599521,4,404.01957,2,387.921054,4,3.501448542
1,101.28718,6.5541,110.334394,1051.730586,0,0,1147.14435,3,4.56179,2,936.670373,10,6.616745653
1,101.71209,6.28992,40.298591,237.117001,0,0,537.737101,4,108.35691,2,343.525092,10,51.3383927
0,101.30316,6.3124,6455.719014,555.775998,0,0,710.620955,4,582.267221,2,694.326081,1,103.1022243
1,101.71305,6.21696,5046.268178,1243.886551,1,3,3091.876913,4,280.478564,2,3107.074207,2,159.3107114
1,101.68477,6.25182,4518.448505,473.206367,0,0,753.717218,4,97.873883,2,135.931918,2,117.9149784
1,101.82274,6.24229,275.739865,422.458151,1,1,878.632771,6,380.678719,2,741.132235,3,55.85727019
1,101.72843,6.29567,52.232508,506.302544,0,0,597.773416,2,213.816727,2,1176.519726,4,67.87607348
1,100.72218,6.92051,1290.877078,663.381163,0,0,634.976729,5,11390.14254,2,380.329489,6,190.5557397
1,101.13428,6.69219,3200.497102,1027.18597,0,0,1740.261133,7,590.651351,1,199.863658,5,638.0673496
0,101.41774,6.88746,3608.285668,536.943898,0,0,3070.634978,4,4376.646888,2,9696.771702,3,605.1235544
1,101.4088,6.48898,1510.86919,847.828356,1,3,2032.880466,5,5288.137608,2,194.473717,5,519.3250161
1,101.956578,6.021817,212.691585,3051.919294,0,0,1087.290965,5,416.737658,2,496.4989,1,61.58619606
0,101.21998,6.82395,3528.908268,49.423352,0,0,424.643229,5,1597.901501,2,617.754753,3,12.60783051
1,101.91094,6.25781,2152.11448,3321.192249,0,0,739.013587,4,8502.486242,2,439.539077,5,58.85406506
0,101.28494,6.57277,920.421182,266.903061,1,1,1187.538713,3,363.934121,1,26.568906,6,3.988935103
1,101.71249,6.33747,4281.772425,1007.958653,1,3,734.107739,4,4526.642023,2,195.628467,5,198.4522203
1,101.26745,6.26581,21.480938,263.44747,0,0,334.550225,4,286.100476,2,488.631553,2,29.95188599
0,101.28689,6.71611,30.756082,245.846971,0,0,644.258785,4,887.468389,2,781.358188,3,20.39460057
1,101.80376,6.23336,31.710997,427.123,0,0,915.427076,4,2038.217377,2,90.519716,5,16.94154504
1,101.96711,6.02445,185.044825,1927.489863,0,0,301.849922,5,268.825046,2,324.878719,10,45.21670302
1,101.25263,6.8559,48.17139,291.099381,0,0,1088.430531,3,638.843156,2,553.25101,4,6.993407987
1,101.25676,6.85743,278.831517,568.888067,1,3,750.852901,3,366.791823,2,902.434657,3,117.528719
1,101.25185,6.85468,184.098074,159.81215,0,0,1145.427251,3,798.915389,2,394.090741,4,45.55456067
0,101.71989,6.3867,1938.271293,13.285554,1,1,1997.849955,4,2496.417624,2,1492.406248,5,294.4059654
0,101.54124,6.77998,9520.01954,482.886688,0,0,2305.351432,4,5028.601071,1,957.574426,1,25.47115327
1,102.06803,6.11353,13544.42397,281.959031,1,3,6501.066078,5,5021.022367,2,2829.408271,1,338.1428591
0,101.30614,6.6105,1926.397053,560.075976,0,0,1550.238966,4,2633.18017,1,293.02974,3,8.053943691
1,101.26407,6.26726,168.869009,107.794987,0,0,699.111574,4,137.268425,2,151.905134,2,18.00951858
1,101.22408,6.85744,63.370099,254.544117,0,0,1541.692485,3,299.06133,1,445.099184,3,19.94381452
1,101.27969,6.4157,66.033576,823.63256,0,0,1174.051354,5,4175.775278,2,84.606249,1,30.38140105
0,101.51373,6.38688,99.810051,571.577184,0,0,1390.54021,4,1207.883652,2,108.546767,1,55.95590667
0,102.03336,6.09989,9767.056003,257.909201,0,0,3437.71408,5,3084.372259,2,63.232208,7,313.6455614
1,101.27416,6.25396,1490.744462,458.313996,0,0,660.95118,4,1767.704419,2,665.797618,1,59.91619503
1,101.26137,6.88695,659.046024,448.452415,1,3,1777.368888,3,57.960989,2,2013.260016,3,25.14312949
0,101.53158,6.42533,2617.217914,238.940873,0,0,2149.424298,4,655.405659,1,225.972774,5,3.500146784
1,101.61719,6.70132,189.39832,796.358348,0,0,1150.960934,4,148.956814,2,892.230522,4,12.37204759
0,100.95621,6.73396,1565.617919,333.823598,0,0,2296.63011,5,1346.854665,1,8785.262764,5,142.4910001
0,101.5007,6.39263,1467.130188,471.59868,0,0,2012.315969,4,2054.664744,2,369.188342,5,61.04815716
1,101.27355,6.55007,141.888938,940.439392,0,0,591.803116,3,369.730139,2,841.424792,6,23.93374188
1,101.1897,6.11213,5421.094611,1182.603528,1,1,1051.451815,5,761.121629,2,340.854775,1,340.0469424
0,101.25369,6.85707,18.804915,371.153902,0,0,1022.427724,3,466.186396,2,723.32254,4,27.65769529
0,101.70375,6.11436,1035.191287,472.297012,0,0,2037.950426,5,6010.14134,1,526.237632,1,240.5126665
1,102.05754,6.16649,8472.969447,175.845451,0,0,2460.18686,3,1029.143233,1,765.177227,1,1.107923238
0,101.28571,6.18019,9597.968193,2475.849679,0,0,2791.839948,4,9893.769387,2,2248.993775,2,2261.592011
1,101.91177,6.03215,451.166404,678.659172,0,0,466.32667,6,2720.106276,2,99.849018,7,36.28550072
1,101.67533,6.59106,167.465391,567.65822,1,1,119.420259,4,3475.036932,2,953.100235,3,35.30871595
0,101.09697,6.7929,847.385026,593.201624,0,0,890.9098,4,4310.442853,2,2184.447308,3,8.849527997
0,101.27449,6.25227,1671.990864,506.474673,0,0,847.497495,4,1944.952941,2,855.972789,1,56.0086351
0,101.75918,6.29534,2512.914237,760.320463,0,0,1418.584272,4,3048.77271,2,2377.019718,4,101.9732953
1,101.81974,6.42242,82.277484,1471.942913,1,3,345.144381,5,442.117902,2,67.421342,1,188.3946861
1,101.92524,6.04797,2370.244253,958.704508,0,0,2402.139186,6,4673.445819,2,1755.335145,4,175.1201954
1,101.82102,6.23961,25.943012,731.499695,1,1,1154.330793,4,49.017402,2,1024.701644,3,3.50209497
0,101.28967,6.71378,288.654208,189.606888,0,0,252.626246,4,1210.399893,2,398.744319,3,11.75873867
0,101.81105,6.22314,148.508606,737.126387,0,0,64.894909,5,2104.643972,2,324.131621,6,42.37072705
0,101.50501,6.43547,3664.998096,904.506376,1,1,1553.673472,4,3788.197528,1,632.947427,5,233.1599404
0,101.33831,6.51061,3897.647732,53.929864,0,0,1486.329236,5,3599.569434,2,2144.159486,4,302.6919243
0,101.29519,6.56643,8.919601,650.478183,0,0,1143.909546,3,26.781837,2,649.994774,6,6.729534864
1,101.19699,6.52702,4317.730732,347.213102,0,0,1516.21132,4,68.908122,2,620.251375,4,1.56457588
1,101.95669,6.26138,7032.810103,1283.331531,1,1,4354.20218,4,10697.18961,2,4208.005469,3,74.48591228
1,101.85196,6.00702,1986.919725,884.307804,0,0,561.2014,4,4638.628798,2,210.401556,5,361.4489983
1,101.85565,6.26923,2.2136,1456.459839,1,3,2420.167771,4,5058.493774,2,36.830877,5,53.52239021
0,101.5798,6.35561,7632.408241,365.175417,0,0,207.915399,4,6926.703016,2,62.480223,2,59.04248102
0,101.30683,6.6696,519.966115,762.50998,1,1,941.137566,4,1603.608161,2,239.338147,5,28.84512711
1,101.84759,6.05163,4514.958833,575.614228,0,0,1595.292755,4,4393.831639,2,62.401408,3,640.0193528
0,101.34565,6.45438,61.654069,952.16445,0,0,319.691961,5,674.609784,2,660.885485,5,255.2313977
1,101.79627,6.24024,5.963563,703.785141,0,0,2029.19857,4,2764.518202,2,9.904512,2,40.14156941
1,101.29192,6.56211,16.447119,285.993817,0,0,875.996416,3,233.730395,2,283.578214,10,29.20916704
1,101.84739,6.25298,698.294462,246.177474,1,3,1284.84495,4,3275.65937,2,376.882933,1,178.9745704
0,101.20424,6.84127,1458.541207,662.842935,0,0,376.202331,4,1045.622364,2,1613.103935,3,340.9885405
1,101.86854,6.22502,439.48969,1314.219674,1,3,1592.480561,4,2613.315317,2,863.574901,2,14.89657645
0,101.27401,6.25854,1060.229757,605.249138,0,0,159.425737,4,1363.156836,2,167.949495,1,36.26149274
1,101.23096,6.25363,3057.331862,1250.869362,0,0,991.483377,4,1005.738698,2,212.776767,8,79.73997403
1,100.73927,6.91464,10.667769,384.894295,0,0,116.296438,5,12962.33528,2,604.665197,10,43.17206076
0,101.53945,6.31575,3826.565373,645.57491,1,1,3785.668416,4,3412.843764,2,476.998427,5,271.8759555
0,101.13515,6.76329,854.875948,875.442318,0,0,2484.274043,2,1049.001737,2,4047.554563,3,71.01344918
0,101.2953,6.77125,95.319878,517.578776,0,0,932.527311,4,1214.385594,2,1478.761273,5,27.3861539
0,101.19619,6.58927,5449.200158,641.996914,0,0,1466.299532,4,3841.613678,2,1477.250676,5,116.346143
1,101.25583,6.8937,532.773218,681.509117,0,0,2214.650497,3,600.069102,2,2731.515674,3,3.987107973
0,101.61467,6.60179,4682.193876,267.321733,1,1,1820.520132,5,3191.40725,2,360.014508,2,33.45469076
1,101.29793,6.35434,2783.492773,500.925632,1,3,142.869846,4,4101.935962,2,128.511671,3,14.76051666
1,101.28922,6.27754,2687.527351,1207.975488,0,0,304.587546,2,2339.619596,2,94.54912,4,48.7205749
0,101.53031,6.40708,746.44691,110.184808,1,1,172.623756,4,1724.675954,2,88.780187,2,85.03376217
1,101.46906,6.33374,5910.297849,448.875753,1,3,3688.058749,4,4153.951894,2,98.425684,5,145.3656956
1,101.91005,5.98319,2026.242061,242.471644,0,0,2783.693831,4,1455.213266,2,1940.482362,2,509.4559499
0,101.22597,6.25262,3617.686645,732.338389,0,0,1481.537513,4,492.028538,2,350.852951,8,51.86364354
0,101.73493,6.24499,5411.172136,1178.203556,0,0,2881.870222,4,4150.81783,2,3565.29378,7,578.260799
0,101.7825,6.33083,2371.904949,566.119179,1,3,859.642564,3,2662.152913,2,1823.883944,7,154.0636299
1,101.71232,6.40292,130.275813,227.374772,0,0,106.78871,4,701.633706,2,140.199894,1,143.1611237
0,101.50453,6.86009,578.750704,497.348483,0,0,1099.440829,5,1512.116368,2,8221.536117,5,4.423536368
1,101.28851,6.54519,60.438491,783.983164,0,0,762.178307,5,698.108998,2,1479.497555,6,67.4429079
1,101.52149,6.39524,330.030583,278.091146,0,0,820.552904,6,324.743634,2,236.528142,1,0
1,101.71337,6.29045,52.337789,159.707361,0,0,384.911984,4,106.67517,2,232.893015,10,9.903071329
0,101.30243,6.64311,62.934659,319.546441,1,3,922.921674,4,3986.430887,1,298.110522,5,16.63006678
1,101.28839,6.54936,121.827881,1018.122123,0,0,1147.280396,5,396.373501,2,1126.508327,6,218.9997895
1,101.49392,6.38258,1725.215637,170.089318,1,1,1698.438801,4,3161.406487,2,206.701559,1,68.84295831
1,101.20223,6.36414,8940.395124,3984.191041,0,0,1644.764197,4,10011.57734,2,1931.9928,5,1146.657529
1,101.15142,6.80108,4282.06137,488.55744,0,0,1271.891046,4,967.010646,2,503.72187,3,75.36601693
1,101.32559,6.62234,3324.725192,1242.363866,0,0,1283.365704,4,553.612416,1,2220.703632,5,489.973469
1,101.36707,6.86715,154.285883,655.54833,1,3,1093.704077,4,346.50709,1,3787.851036,3,51.82144034
1,101.87727,6.08787,16.461323,850.425007,0,0,501.937618,5,876.923938,2,6.73895,9,15.05558412
0,101.75035,6.21987,5330.323963,1067.364847,1,3,1053.574838,4,2613.532103,2,3533.106165,5,129.5978728
0,101.30487,6.66684,179.92839,769.130472,1,1,1192.805006,4,1801.998061,2,134.160058,3,1.564475151
1,101.88112,6.08818,47.928502,534.740828,0,0,392.339256,5,1281.953598,2,241.456982,1,46.26386841
0,101.208,6.56336,4504.001859,90.741891,1,3,1086.976111,5,2408.709938,2,966.203652,5,53.94927196
1,101.10477,6.45196,4050.821908,1009.818265,0,0,803.903053,4,3080.149866,2,3846.50886,5,47.04293284
0,101.27906,6.68264,116.276104,745.156556,1,1,1197.606346,4,2315.281113,2,151.1454,4,77.67857752
1,101.56295,6.71429,2926.12373,774.710728,1,3,2051.815781,4,1432.353272,1,2.659704,3,134.7704893
1,101.80365,6.23353,52.051831,404.920566,0,0,937.829695,4,2043.907507,2,111.743935,5,8.062531934
0,101.13721,6.70287,2050.977466,119.287043,1,3,1234.219577,4,594.965623,2,1102.269627,6,16.33222339
0,101.3062,6.61434,2333.910125,138.311596,0,0,1551.99217,4,2518.5698,1,594.552676,5,16.10846132
1,101.52945,6.50231,6258.755239,71.483833,1,3,2267.180429,4,6222.51839,2,4311.988209,5,53.9595571
0,101.46646,6.36435,4916.740382,247.765833,0,0,656.891375,4,6804.556779,2,127.575144,5,63.85563676
0,101.56449,6.43639,5729.283328,270.478832,0,0,1388.656465,4,2864.67772,2,406.834648,5,336.1277311
0,101.32583,6.36428,3613.798945,79.348374,0,0,357.136405,4,5727.056598,2,2827.461061,8,85.23415316
1,101.28558,6.54509,27.726224,1058.835959,0,0,1007.675656,5,449.675544,2,1683.549804,6,5.957785432
1,101.1792,6.66329,5006.563507,819.025064,0,0,1344.938602,4,2563.18974,2,379.458557,6,97.3462869
0,101.22789,6.25304,3400.914712,924.907647,0,0,1283.687551,4,679.611916,2,133.297612,8,22.57799137
1,101.5414,6.69766,602.743386,352.441157,0,0,655.965063,5,2370.670408,1,70.902488,3,28.8529802
0,101.26337,6.56308,823.674357,73.467581,0,0,1169.402152,3,1719.547379,2,653.763145,3,80.64727321
0,101.40935,6.81835,393.183674,455.091695,1,3,1986.491796,4,2591.484925,2,7926.496624,5,77.63746571
1,101.84248,6.20534,14.000914,385.95632,0,0,630.016777,4,1198.249723,2,119.701161,2,28.57013292
0,101.63017,6.67739,1139.389775,198.642288,0,0,1336.564299,5,2478.381374,2,392.113048,3,139.0625847
0,101.37358,6.72861,3020.51345,406.104359,0,0,784.354122,4,6638.11064,2,445.600633,5,246.6688192
1,101.18967,6.83149,1626.510554,677.076496,0,0,1834.879052,5,2537.184134,2,2367.005507,3,36.47252199
1,101.51716,6.17456,5725.343362,941.259574,0,0,5411.020313,4,2661.142762,2,70.358841,2,252.3990608
1,101.69865,6.16944,174.885828,847.554258,0,0,161.495899,4,5233.139432,2,423.632635,1,114.4501578
0,101.1739,6.8437,68.205564,825.534241,1,3,537.395443,3,4312.225353,2,3304.073825,3,50.73029738
1,101.34536,6.45773,69.647405,1129.230876,0,0,415.850214,5,525.735922,2,766.80085,5,148.8636936
0,100.87382,6.74033,2302.643352,745.7704,0,0,7916.407841,5,5579.50374,2,12471.43264,5,3785.319182
1,101.50689,6.65634,296.355218,579.54675,1,1,3557.784155,4,301.068026,2,1760.235158,3,390.9692044
1,102.03785,6.18667,7473.284655,950.825627,1,3,2114.792937,3,3669.537571,2,739.427589,1,1083.725822
1,102.03827,6.26273,535.932994,36.943554,0,0,777.890109,6,1691.610663,2,389.146754,1,37.47454793
1,101.35006,6.31127,9567.235055,2304.436348,0,0,547.488467,4,5219.771425,2,2313.797454,5,73.13577179
1,101.29251,6.37119,1039.453717,536.524974,0,0,1062.343451,6,6042.238069,2,669.519898,1,423.0650928
1,101.76693,6.23061,3191.373881,734.231798,1,3,3134.597086,4,4592.43712,2,1371.191402,5,110.3271784
1,101.48063,6.75646,7174.307458,475.359377,0,0,680.101575,4,127.532949,2,240.173978,5,2.212966749
1,101.50904,6.23526,124.466608,894.082437,1,3,852.884159,5,1059.855941,2,1269.397083,2,50.48572247
0,101.66873,6.55611,2672.187794,689.399198,1,1,1602.940891,3,3048.00035,2,728.98644,1,109.698709
0,100.99915,6.62277,4767.771373,1091.918432,0,0,4547.805582,5,10644.75205,1,15764.84562,5,11.28019239
1,102.07615,6.19102,5190.254044,74.24055,1,1,1097.291839,3,1900.754483,2,3617.216667,1,966.7721667
0,101.76513,6.30981,3305.346799,772.554201,0,0,2068.911744,4,1697.407299,2,1231.72466,7,192.7048652
0,101.28063,6.82023,3345.94234,376.587867,1,3,127.485393,3,458.437654,2,948.147162,3,61.98412942
0,101.88099,5.97461,2221.300003,181.893163,0,0,3939.231161,4,4016.497904,2,682.504218,1,571.1194326
0,101.50414,6.38176,657.141378,1260.412155,1,3,764.069373,4,2306.228988,2,633.006905,5,3.990013354
1,101.79644,6.23775,167.067501,556.684615,0,0,1819.111913,4,2748.100327,2,204.458472,5,23.35865772
1,101.24066,6.54838,712.677309,1011.432561,0,0,85.649601,3,1583.574597,2,926.552097,2,50.27573444
0,101.65723,6.29579,5052.050996,366.440335,0,0,2652.689848,4,3566.580524,2,2818.207896,5,13.46279488
0,101.2107,6.85365,1135.141528,356.362552,1,3,973.523288,3,1276.3487,1,1377.156701,3,11.75620936
0,101.53832,6.35792,3945.347066,818.780794,1,3,301.209406,4,4784.117386,2,187.139621,3,23.94103194
1,102.04746,6.20743,5069.129202,728.87094,1,3,977.970179,4,2043.239069,2,1466.891779,4,664.8560617
0,101.36305,6.58057,1238.958954,484.674528,0,0,2354.239686,4,429.717534,2,2100.736383,1,34.08321545
0,101.29675,6.5674,125.416656,802.864963,0,0,1228.481829,3,207.941742,2,834.430761,6,104.0503099
0,101.48088,6.82759,2999.212744,563.266142,0,0,847.509779,4,1699.770361,2,6829.262414,5,56.93222177
0,101.29524,6.76983,63.534536,616.389105,0,0,779.493382,4,1090.498222,2,1632.845598,5,34.73932016
1,101.46108,6.64357,94.047029,335.20623,1,3,12.950647,4,1785.15477,2,961.560133,5,65.72510566
0,101.26527,6.71089,1200.907371,865.49312,0,0,809.904519,4,2715.903596,2,901.058279,1,19.34897676
1,101.7168,6.29441,282.846974,505.433374,0,0,258.90331,4,682.014279,2,393.150607,10,50.03310201
0,101.8887,6.04323,3266.942179,1331.424341,1,3,605.811378,4,1542.11458,2,148.238559,7,204.2928777
1,101.4418,6.22141,5761.755849,720.418194,0,0,2626.997923,4,6097.489148,2,1189.921723,8,487.8365188
1,102.05553,6.25885,16.461615,105.563789,0,0,113.924792,5,52.513606,2,47.837652,1,64.20791869
0,101.44774,6.49591,2172.369138,215.268425,0,0,3412.260526,5,7121.791808,2,1829.216219,6,35.28884693
1,101.88558,6.04861,3658.807438,1410.895062,1,3,1187.530091,4,2139.945265,2,94.198906,1,146.7364965
1,101.78058,6.33499,2190.249092,104.461698,1,3,1337.583693,3,2581.729146,2,2330.162829,7,123.2092872
0,101.82945,6.2317,193.145965,204.358551,1,3,1355.455082,4,1234.40011,2,210.939898,1,27.67642895
0,101.25998,6.58431,1723.043266,804.726506,0,0,368.208929,3,1409.98105,2,1742.72724,3,12.21963212
1,101.24968,6.88679,549.918726,526.475945,0,0,1208.227632,3,537.725294,2,3305.746842,3,132.8355152
0,101.54475,6.84417,5352.761066,2611.38541,0,0,768.703395,4,5469.348892,1,4549.393234,5,81.89721606
0,101.83676,6.19771,1000.121938,446.66109,1,3,1669.179719,4,2242.709731,2,281.10189,2,178.5626618
0,101.68816,6.1946,2840.882614,456.243933,0,0,1762.970131,4,3536.42594,2,36.865403,4,51.29355456
0,101.3634,6.20071,12799.77836,1378.608659,0,0,622.911148,4,12617.01072,2,6209.427107,8,2298.553991
0,101.87808,6.02416,3800.648528,638.749933,1,3,2650.782688,4,1180.308417,2,532.735512,5,237.9530804
0,101.29046,6.65856,1481.74065,1870.699101,1,1,1214.60194,5,2838.302816,2,733.569305,5,60.52306443
0,101.27476,6.25923,1060.413794,602.107335,0,0,87.606075,4,1372.430022,2,169.304754,1,4.950128493
0,101.66085,6.52066,48.660185,341.850458,0,0,653.360195,3,993.580725,1,620.241194,1,6.260479921
0,101.74993,6.09088,6328.48812,802.329652,1,3,3911.400224,4,427.372828,1,1255.548148,3,41.06951027
0,101.57393,6.68401,3265.149968,600.009917,0,0,543.526427,4,1550.947,1,128.960253,5,108.5120799
1,101.53782,6.3619,3668.418749,676.081859,1,3,144.991607,4,4368.55089,2,70.207407,3,44.28089213
1,101.30555,6.55108,62.633065,304.96747,0,0,1079.796088,3,449.609895,1,371.868704,6,222.263318
0,101.30488,6.66685,180.871532,768.981751,1,1,1191.806739,4,1801.274418,2,134.585613,3,1.564475151
1,101.76176,6.22247,4064.436193,618.0687,1,3,2338.133119,4,3532.80627,2,2428.446548,5,270.0250533
1,101.94105,6.04197,2387.652018,615.089373,0,0,3259.116065,6,2970.079808,2,2280.525426,6,274.6975116
0,101.38865,6.46688,470.026965,694.769167,1,1,876.846493,4,3696.733533,1,69.964507,2,3.499516875
0,100.98294,6.81301,1780.915419,1080.56819,0,0,5066.469829,5,892.07328,2,281.292873,6,862.8139688
1,101.51575,6.39403,53.508032,168.316421,0,0,1002.13786,6,440.070217,2,56.453641,10,20.04733636
0,101.26117,6.18749,8278.894315,160.727664,0,0,319.409716,4,8586.680863,2,1144.235264,8,18.83943084
1,101.96346,6.02347,202.974045,2329.055557,0,0,372.52419,5,186.496532,2,277.130873,1,62.05486182
0,101.39451,6.72412,660.814431,340.252393,0,0,1587.124628,4,6222.067126,2,830.777628,3,216.728356
1,101.86821,6.10459,1931.552965,300.955844,0,0,1177.060883,4,2266.966075,2,129.21464,6,100.3158757
0,101.34044,6.84432,1874.994852,897.744566,0,0,654.656288,4,2449.010535,2,93.205121,3,660.294502
0,100.99348,6.68999,4835.903586,418.26426,0,1,2978.008237,5,3344.338547,1,10000.12747,5,241.4066095
1,101.25548,6.8867,18.310665,168.3524,0,0,1602.288354,3,638.594834,2,2664.553846,3,0
0,101.19595,6.59088,5380.349627,461.980975,0,0,1286.360602,4,3861.02615,2,1656.902388,5,180.074873
1,101.82506,6.42801,24.542446,725.560599,1,3,1197.893532,5,314.558912,2,183.082859,1,53.31709124
0,102.02832,6.07476,7411.873976,167.858176,0,0,650.995812,5,472.599692,2,475.61752,3,60.96816021
1,101.28036,6.55929,42.504302,590.77569,0,0,790.511741,3,378.787956,2,1243.711566,6,38.48022613
1,101.86154,6.24605,144.184822,624.444186,0,0,464.116217,4,3777.565977,2,23.828561,5,59.83314876
0,101.6393,6.56923,3718.886696,432.659276,1,3,1557.297237,6,1065.794937,2,86.330148,7,31.16377118
0,101.41364,6.66832,3669.304993,582.934597,0,0,988.564937,3,497.72764,2,251.739072,3,185.2159409
1,101.25566,6.86853,134.597547,141.910224,0,0,365.81597,5,350.512391,2,1817.717427,3,124.9452695
0,101.82972,6.17266,583.034346,496.940735,1,3,2348.593734,4,5079.251312,2,420.113547,6,432.4841344
