tactic0_id,longitude,latitude,NEAR_CCTV_,NEAR_MOOBA,MOOBAN_EST,MOOBAN_LEV,NEAR_UNITS,UNIT_TYPE,NEAR_VEHIC,VEHICLES_T,NEAR_NAIS_,NAIS_TYPE,NEAR_DIST
1,101.66303,6.07605,1131.430635,821.412567,1,3,4142.272903,6,1689.838257,2,44.04339,2,23.45132174
0,101.73335,6.19019,3266.772323,847.119144,1,3,1048.522022,4,1189.151955,2,3377.841169,2,234.6322765
1,101.79565,6.24442,464.712483,880.884735,1,3,2433.49497,4,2888.951233,2,470.858712,2,72.44143912
0,101.31169,6.49967,2711.32457,59.554544,0,0,1592.710415,5,1111.068354,2,1128.826449,2,194.0781899
1,101.45175,6.21447,4767.696834,1280.884723,0,0,1858.867573,4,5170.708613,2,1061.789347,5,1342.90464
1,101.77752,5.94364,18.904362,241.90749,0,0,506.246289,4,866.715401,2,821.572872,2,61.78533749
1,101.39478,6.38149,9115.114266,2126.743161,1,1,1717.380315,4,4612.437746,1,878.288221,1,234.9966514
0,101.4791,6.7547,6932.424324,510.325061,0,0,589.108879,4,354.39118,2,122.365074,5,16.59519477
1,101.58422,6.60258,1955.282091,538.507088,0,0,39.728564,3,3789.101382,2,175.508091,2,24.26852949
1,102.01546,6.24241,3616.521333,390.497661,0,0,2475.567486,3,4591.547089,2,2001.875596,1,8.431232459
1,101.36763,6.43183,2888.561405,924.058589,0,0,824.870203,4,2223.832394,1,1057.515727,3,140.8090289
0,101.31034,6.49457,2684.159843,381.070177,0,0,2111.603649,5,624.961334,2,569.396659,2,194.5360915
0,101.66267,6.52096,13.475427,256.33226,0,0,850.872736,3,1194.235072,1,616.887175,1,24.74836994
1,101.29646,6.78931,1147.617793,308.833509,1,3,196.280286,4,2545.526472,2,616.048485,5,24.36453512
0,101.67107,6.21947,6179.380965,782.029799,0,1,1334.502215,4,3819.742409,2,1280.956813,3,206.2220231
0,101.8776,6.03898,4244.993835,30.875977,1,3,1851.09544,4,1519.208758,2,54.805022,1,12.62808801
0,101.30282,6.66945,530.640509,402.17329,1,1,906.357913,4,1464.344102,2,266.021228,3,20.18554805
0,101.02554,6.47992,11475.9927,506.095143,0,0,715.197958,5,5680.541853,2,12011.74475,5,84.80895923
1,101.49776,6.22564,164.399589,1356.303516,0,0,464.69956,4,283.042342,2,212.405505,4,39.89778645
0,101.0912,6.67833,5067.298255,727.596049,0,0,2481.215293,4,2348.587434,2,4502.597947,6,358.3391065
1,101.87861,5.92786,100.217832,1119.3511,0,0,615.324859,5,750.009427,2,564.231662,7,326.7290745
0,101.82293,6.42798,127.187678,961.181331,1,3,1052.686706,5,90.268397,2,50.492028,1,40.82853698
0,101.25987,6.5843,1735.257749,816.296621,0,0,356.47436,3,1398.005054,2,1742.681161,3,12.21963212
0,101.3209,6.75249,3085.733855,292.03763,0,0,2707.765708,4,282.895325,2,2352.565617,1,7.421154624
0,101.09971,6.72926,96.54158,1048.891451,0,0,380.859958,7,612.170841,2,501.771909,5,27.84525536
0,101.47114,6.51573,5401.054594,257.451238,0,0,763.618743,4,5856.205079,1,4932.937299,6,34.16160157
0,101.65883,6.44341,4084.931302,1965.785718,0,0,160.224702,3,4684.284484,2,2065.102553,8,763.3595596
1,102.05259,6.1831,7153.428205,627.516823,0,0,784.642007,3,2349.209091,1,1277.265168,1,442.6789728
1,102.04761,6.18088,7678.972004,985.34598,0,0,1344.809163,3,2600.403911,1,1128.287762,1,11.39930396
1,101.28752,6.56009,69.373566,726.321822,0,0,1161.087058,3,162.363096,2,639.681311,10,33.84700028
1,101.71014,6.40293,61.240861,34.847185,0,0,135.351127,3,473.441747,2,158.727761,1,50.8047281
0,101.38232,6.71421,2134.981644,738.010945,0,0,1502.277045,4,5961.204863,2,1401.504198,3,107.9048294
0,101.45337,6.63527,190.361563,114.89521,1,1,1247.536646,4,1619.411783,2,439.085272,5,130.7912948
0,101.15436,6.73723,2170.146254,82.732088,1,3,1350.308497,4,2242.614673,2,5051.911134,6,96.34858641
1,101.71884,6.29528,303.861056,747.943613,0,0,350.501392,6,820.51664,2,636.739931,10,137.3463589
1,101.65191,6.51719,75.582388,190.434563,0,0,106.365866,5,67.874093,1,101.07254,1,11.06679844
1,101.63661,6.58612,3913.837996,517.460922,0,0,323.198708,3,1122.817385,2,155.597872,4,61.70295997
1,101.31855,6.72811,3597.018688,629.350243,0,0,14.566772,4,1575.091295,2,3050.034662,1,102.4948192
1,101.28864,6.55881,53.769896,633.630208,0,0,998.324691,3,54.076666,2,530.780625,10,52.22142499
0,102.0447,6.19811,6118.565314,594.461609,1,3,1349.10366,4,2434.809868,2,884.39845,1,411.2109056
1,101.29229,6.56309,131.323344,332.600512,0,0,933.335301,3,170.397792,1,364.916639,10,11.282937
1,101.43205,6.52875,5204.526372,90.27081,1,1,2368.673523,4,3114.806822,2,5034.761159,4,23.2614552
1,101.57048,6.46164,8231.74333,324.305847,0,0,2039.057909,4,210.893168,2,501.456836,5,254.2462362
0,101.45224,6.61925,718.398524,567.907895,1,1,2658.008162,4,1842.293903,2,1721.122358,5,0
1,101.18622,6.6577,4220.946633,285.364425,0,0,777.360452,4,2416.564149,2,630.074718,6,198.7124842
1,101.17655,6.8444,25.272769,863.246489,1,3,319.967629,5,4042.169068,2,3521.541886,3,100.0333383
0,101.13653,6.76615,1175.907192,823.596838,0,0,2136.778194,2,1395.254882,2,3696.702167,3,18.54298904
1,101.53109,6.59876,351.490614,256.733765,0,0,2679.369671,5,231.070313,2,804.815614,4,36.98131917
1,101.21858,6.64406,1848.935003,640.060809,0,0,865.942801,4,5096.865026,1,62.049695,10,784.8316098
0,101.52811,6.40541,443.048806,236.099945,1,1,133.86809,4,1420.663552,2,382.349968,2,21.26016364
1,101.8339,6.22947,461.992855,713.136368,1,3,1640.365516,4,1771.289238,2,594.508761,1,430.0635512
1,101.82032,6.21725,874.442168,595.726303,0,0,1182.729338,5,2432.454349,2,912.09568,8,56.45731448
0,101.07601,6.72719,316.685929,166.239928,0,0,2214.194757,4,700.46042,2,1436.207526,6,241.9324038
0,101.28293,6.81694,3789.816304,512.214595,0,0,571.260782,3,892.679508,2,1387.933828,3,14.16383621
1,101.2945,6.69842,163.380388,770.280879,0,0,1535.517396,4,1875.584414,2,52.175996,3,31.467108
0,101.13778,6.74169,292.003936,476.650123,0,0,553.868204,4,344.910386,2,4296.853236,5,203.7031134
1,101.82376,6.41218,39.617172,1865.566406,1,3,660.460031,3,77.699317,2,199.226398,1,3.9909729
1,101.96032,6.02604,96.44976,2523.686808,0,0,818.915453,5,509.117658,2,438.835557,1,9.962039802
1,101.96032,6.02595,90.431251,2527.172281,0,0,813.274289,5,506.130827,2,438.438394,1,9.962039802
1,101.96036,6.02546,69.976819,2542.631759,0,0,780.272078,5,488.740947,2,435.830065,1,54.41859035
0,100.97015,6.86607,1173.569253,384.272096,0,0,3696.304022,5,3716.141385,2,4504.683353,5,174.8584929
1,102.02833,6.06869,7008.894317,206.548616,0,0,82.066304,3,119.481777,2,159.093001,1,67.60742343
0,101.06157,6.67107,6024.284131,770.353816,0,0,1654.494044,4,4031.688681,2,7296.823091,5,197.5848794
0,101.57848,6.63202,572.028229,627.534009,1,1,1897.681157,4,4653.236227,2,297.657308,5,513.3098563
1,101.6296,6.61639,3519.686998,602.52141,0,0,1596.861906,5,1032.573017,2,35.748228,1,45.81308225
0,101.20658,6.78058,7364.941838,920.922341,0,0,826.861255,3,2882.471231,2,1464.231783,3,4.561160045
0,101.02809,6.78257,276.980733,427.476613,0,0,261.383078,5,1551.152053,2,304.369172,10,265.1929624
1,101.63002,6.61062,3438.258056,1009.602778,0,0,957.238361,5,1663.867562,2,329.417599,4,58.471739
0,101.67966,6.54839,2714.743335,217.223698,0,0,1703.470293,3,4187.465426,2,856.060399,1,108.0031354
1,101.54506,6.81077,7512.611679,821.139266,0,0,1138.463036,4,3621.992771,1,1176.516979,5,991.9359275
1,101.71345,6.29041,60.913156,166.321526,0,0,379.300128,4,106.449831,2,235.609745,10,9.903071329
0,101.14849,6.79372,4457.997752,438.103488,0,0,469.992113,4,331.531443,1,374.109525,3,4.423039556
1,101.32781,6.46668,137.91216,1056.722667,0,0,2107.237791,5,1723.219583,2,169.162961,2,9.897454534
1,101.65781,6.31766,5877.581334,1072.384599,0,0,1879.090717,4,1385.499717,2,576.449365,5,32.58265498
1,101.26281,6.54499,817.344298,808.732708,0,0,634.805839,3,74.023262,2,864.187341,3,820.2529087
1,101.21127,6.14815,3044.068347,941.188979,1,1,863.526242,5,4129.07754,2,1974.042771,1,67.8653365
1,101.963137,6.01776,238.146168,2727.620831,0,0,576.110205,5,106.531946,1,615.100601,4,27.22287421
0,101.80069,6.23613,32.880253,64.499803,0,0,1365.229826,4,2298.076647,2,35.006373,10,15.85685433
0,101.61285,6.67244,1426.524345,665.63846,1,1,213.607971,5,2866.425733,2,344.11443,5,39.24805973
0,101.55842,6.43044,4790.759261,194.630257,1,3,1569.406309,4,2603.332885,1,275.343849,5,142.0123871
1,101.53627,6.35824,3738.683972,605.088267,1,3,309.726144,4,4654.011393,2,278.92685,3,13.3711281
1,101.49343,6.44337,5050.494784,723.418536,1,1,9.454127,4,5318.937557,1,726.018033,5,315.965488
1,101.96775,6.02548,61.132614,1806.635987,0,0,432.248312,5,257.816149,2,329.836269,7,64.54452857
0,101.19676,6.58681,5545.485362,666.742583,0,0,1745.427781,4,3850.355897,2,1197.910972,5,59.88096786
0,101.03941,6.71884,1107.661781,42.111391,0,0,223.616975,5,2749.860032,2,4648.386716,5,366.0310962
1,101.46466,6.47344,2693.309506,544.870951,1,3,2836.381052,5,9358.623396,1,2278.024014,6,5.958656187
1,101.20569,6.56972,5189.522003,90.884458,0,0,527.785882,3,3011.318909,2,655.814613,5,34.983976
1,101.68862,6.44133,3936.398075,678.638904,1,3,3174.551091,3,3783.344755,1,79.319655,3,512.9416194
0,101.54492,6.77732,9214.340999,104.703265,0,0,2599.032603,4,4903.012718,1,905.611843,1,40.09236774
1,101.19699,5.96576,21633.03464,261.858604,0,0,334.53239,5,2865.891841,2,8026.986263,3,45.66318324
0,101.20638,6.84957,1401.903808,567.22162,1,3,659.868076,3,1621.99633,2,1895.317547,3,63.69844945
1,101.81741,5.93657,1039.428615,1668.1463,0,0,1056.391782,4,5341.894462,2,439.446987,5,704.93556
0,101.25583,6.82315,2634.270395,340.497191,0,0,2524.624387,3,2382.182847,2,2396.832676,3,1340.919876
1,101.45376,6.42912,5469.330456,702.781013,0,0,1396.154571,5,7060.175263,1,357.314676,5,399.4415381
1,101.46885,6.42002,5604.046584,1266.429841,0,0,2674.949255,5,6114.823579,2,674.171932,6,603.4256399
1,101.37762,6.89137,30.922086,568.170841,0,0,1432.447466,4,472.900442,2,6546.391013,3,305.767849
1,101.09656,6.52009,5097.436274,812.526416,0,0,2689.530297,2,4184.100457,1,6155.379744,5,1196.633376
1,101.25245,6.25849,669.281532,301.545463,0,0,1710.886237,5,1722.785142,2,166.537135,1,3.318847511
1,101.6753,6.28336,3047.382948,540.189709,0,0,1693.302651,4,3334.913031,2,2759.003526,2,38.61043965
0,101.16598,6.84714,659.040907,158.720279,0,0,978.362608,3,5106.258791,2,3345.944543,3,57.09337911
0,101.77816,6.30909,4691.347462,1199.999877,0,0,1936.911718,4,2793.336925,2,1336.474757,7,23.12106555
1,101.36961,6.72973,3476.648712,786.607959,0,0,1237.647394,4,6189.205993,2,10.721918,5,230.792328
0,101.62981,6.60997,3464.872409,1083.558186,0,0,889.430674,5,1737.137227,2,270.764486,4,21.74128393
0,101.7566,6.32453,3084.281965,108.543251,1,3,2046.159847,4,196.029776,2,835.770695,7,29.25066843
1,101.29454,6.76659,206.251687,939.748932,0,0,415.179437,4,901.278838,2,1999.500654,5,56.69182549
0,101.75897,5.96024,1076.05163,1575.035018,0,0,2171.899172,6,2203.189098,2,586.881324,4,458.4815603
0,101.88307,6.10421,991.685611,195.530869,1,3,808.385118,4,2630.104569,2,258.982175,5,61.90048633
0,101.50757,6.37584,260.231544,683.112435,1,3,15.536984,4,2606.7434,2,241.687659,1,302.8814356
1,101.82546,6.44118,46.180928,1566.341133,1,3,437.742276,2,421.811429,2,570.08641,1,97.90476646
1,101.62106,6.7272,1888.032738,595.654437,0,0,1781.350862,4,2073.660472,2,331.315097,1,19.57479146
0,101.37681,6.88631,546.680231,150.24298,0,0,1460.68389,4,174.680296,2,6056.341742,3,16.88565752
0,101.55383,6.37167,4252.645654,316.825997,0,0,729.056908,4,4749.176017,2,477.978394,5,21.37877533
1,101.23259,6.55189,1669.185639,482.50109,0,0,892.348624,3,1196.803365,2,1754.866212,2,18.24655401
0,101.44191,6.64972,667.604831,47.953839,0,0,431.241408,4,2757.485504,1,170.6592,3,3.498850544
1,100.97688,6.45466,17076.43763,1633.182632,0,0,5395.86448,5,6014.937107,2,17602.82538,5,78.35564702
1,100.97711,6.45533,17039.67215,1640.889001,0,0,5337.0687,5,6042.068261,2,17566.45821,5,78.35564702
0,101.52613,6.85788,2978.59638,758.434609,0,0,3136.945754,4,3856.108108,2,6678.333433,5,282.1357825
1,101.19416,6.62339,4870.379614,1114.328555,0,0,2210.95885,4,3180.118591,2,3302.488014,4,343.6285138
1,100.97997,6.733,70.884405,826.968449,0,0,160.757208,1,192.373128,2,7311.371495,5,93.88270028
1,101.09524,6.73117,138.508468,800.592154,0,0,438.972375,7,217.852757,2,243.014893,10,154.1027752
0,101.16623,6.83349,384.18785,572.420697,1,1,644.56273,4,3853.490291,2,1913.50727,3,132.3160843
1,101.76744,6.35134,3166.937464,408.963085,0,0,2385.146023,3,2903.061565,2,3417.669431,7,267.3970521
1,101.14883,6.80259,4276.241522,385.386605,0,0,1284.703029,4,638.779355,2,629.562215,3,35.69453739
0,101.27977,6.86991,1272.428738,451.508336,1,3,582.82244,3,71.359128,2,500.951226,5,87.10840865
1,101.80187,6.23512,171.981026,146.56951,0,0,1196.401739,4,2189.276899,2,100.806889,2,12.62440879
